kortti,kunto,harvinaisuus,setti,hinta_eur,varastossa_kpl,myynnissa_kpl
Croconaw 41/095 - Call of Legends,NM/M,Uncommon,Call of Legends,1.5,0,0
Croconaw 41/095 Reverse Holo - Call of Legends,GD,Uncommon,Call of Legends,7.75,1,1
Croconaw 41/095 Reverse Holo - Call of Legends,LP,Uncommon,Call of Legends,6.75,1,1
Croconaw 41/095 Reverse Holo - Call of Legends,NM/M,Uncommon,Call of Legends,12.5,0,0
Croconaw 74/165 - Expedition Base Set,GD,Uncommon,Expedition Base Set,6.05,2,2
Croconaw 74/165 - Expedition Base Set,NM/M,Uncommon,Expedition Base Set,11,1,1
Croconaw 74/165 - Expedition Base Set,PL,Uncommon,Expedition Base Set,3.85,1,1
Croconaw 74/165 Reverse Holo - Expedition Base Set,NM/M,Uncommon,Expedition Base Set,39.95,0,0
Croconaw Lv.27 44/123 - Diamond & Pearl Mysterious Treasures,NM/M,Uncommon,Diamond & Pearl Mysterious Treasures,3,0,0
Croconaw δ Delta Species 27/101 - EX Dragon Frontiers,GD,Uncommon,EX Dragon Frontiers,2.05,2,2
Croconaw δ Delta Species 27/101 - EX Dragon Frontiers,NM/M,Uncommon,EX Dragon Frontiers,3.75,1,1
Croconaw δ Delta Species 27/101 Reverse Holo - EX Dragon Frontiers,DMG,Uncommon,EX Dragon Frontiers,10.85,1,1
Cross Switcher 230/264 - Sword & Shield Fusion Strike,NM/M,Uncommon,Sword & Shield Fusion Strike,0.5,16,16
Cross Switcher 230/264 Reverse Holo - Sword & Shield Fusion Strike,DMG,Uncommon,Sword & Shield Fusion Strike,0.4,1,1
Cross Switcher 230/264 Reverse Holo - Sword & Shield Fusion Strike,LP,Uncommon,Sword & Shield Fusion Strike,0.6,1,1
Cross Switcher 230/264 Reverse Holo - Sword & Shield Fusion Strike,NM/M,Uncommon,Sword & Shield Fusion Strike,1,0,0
Crossceiver 231/264 - Sword & Shield Fusion Strike,NM/M,Uncommon,Sword & Shield Fusion Strike,0.5,20,20
Crossceiver Reverse Holo 231/264 - Sword & Shield Fusion Strike,NM/M,Uncommon,Sword & Shield Fusion Strike,0.5,1,1
Crushing Gloves 133/198 - Sword & Shield Chilling Reign,NM/M,Uncommon,Sword & Shield Chilling Reign,0.5,20,20
Crushing Hammer 071 - Perfect Order,NM/M,Common,Perfect Order,1,0,0
Crushing Hammer 071 Reverse Holo - Perfect Order,NM/M,Common,Perfect Order,1.25,0,0
Crushing Hammer 105 - Pitch Black,NM/M,Ultra Rare,Pitch Black,9,2,2
Crushing Hammer 111/113 - Black & White 11: Legendary Treasures,EX,Uncommon,Black & White 11: Legendary Treasures,2.2,1,1
Crushing Hammer 111/113 - Black & White 11: Legendary Treasures,NM/M,Uncommon,Black & White 11: Legendary Treasures,2.75,0,0
Crushing Hammer 111/113 Reverse Holo - Black & White 11: Legendary Treasures,EX,Uncommon,Black & White 11: Legendary Treasures,5.2,2,2
Crushing Hammer 111/113 Reverse Holo - Black & White 11: Legendary Treasures,GD,Uncommon,Black & White 11: Legendary Treasures,4.55,1,1
Crushing Hammer 111/113 Reverse Holo - Black & White 11: Legendary Treasures,NM/M,Uncommon,Black & White 11: Legendary Treasures,6.5,0,0
Crushing Hammer 115/149 - Sun & Moon (Base Set),NM/M,Uncommon,Sun & Moon (Base Set),1.25,1,1
Crushing Hammer 115/149 Reverse Holo - Sun & Moon (Base Set),NM/M,Uncommon,Sun & Moon (Base Set),1.5,1,1
Crushing Hammer 125/159 - Crown Zenith,NM/M,Uncommon,Crown Zenith,1,2,2
Crushing Hammer 125/159 Reverse Holo - Crown Zenith,NM/M,Uncommon,Crown Zenith,1.25,0,0
Crushing Hammer 159/202 - Sword & Shield (Base Set),NM/M,Uncommon,Sword & Shield (Base Set),0.5,5,5
Crushing Hammer 168/198 - Scarlet & Violet,NM/M,Common,Scarlet & Violet,1.5,0,0
Crushing Hammer 168/198 Reverse Holo - Scarlet & Violet,NM/M,Common,Scarlet & Violet,1.75,1,1
Crushing Hammer 34/39 - XY Kalos Starter Set,NM/M,Promo,XY Kalos Starter Set,37.95,0,0
Crushing Hammer 60/083 Reverse Holo - Generations,GD,Uncommon,Generations,1.4,1,1
Crushing Hammer 60/083 Reverse Holo - Generations,NM/M,Uncommon,Generations,2,0,0
Crushing Hammer 92/98 - Black & White 2: Emerging Powers,NM/M,Uncommon,Black & White 2: Emerging Powers,1.5,0,0
Crushing Hammer 92/98 Reverse Holo - Black & White 2: Emerging Powers,NM/M,Uncommon,Black & White 2: Emerging Powers,7,0,0
Crushing Hammer Secret Rare 166/156 - Sun & Moon Ultra Prism,NM/M,Secret Rare,Sun & Moon Ultra Prism,105.95,0,0
Crustle 011/236 Reverse Holo - Sun & Moon Unified Minds,NM/M,Rare,Sun & Moon Unified Minds,5,0,0
Crustle 012/182 - Scarlet & Violet Destined Rivals,NM/M,Rare,Scarlet & Violet Destined Rivals,1.25,0,0
Crustle 012/182 Reverse Holo - Scarlet & Violet Destined Rivals,NM/M,Rare,Scarlet & Violet Destined Rivals,1.25,0,0
Crustle 012/203 - Sword & Shield Evolving Skies,NM/M,Uncommon,Sword & Shield Evolving Skies,0.5,2,2
Crustle 052/086 Master Ball Reverse Holo - Scarlet & Violet Black Bolt: Additionals,NM/M,Uncommon,Scarlet & Violet Black Bolt: Additionals,24.95,0,0
Crustle 052/086 Poke Ball Reverse Holo - Scarlet & Violet Black Bolt: Additionals,NM/M,Uncommon,Scarlet & Violet Black Bolt: Additionals,1,3,3
Crustle 11/236 - Sun & Moon Unified Minds,NM/M,Rare,Sun & Moon Unified Minds,3.5,0,0
Crustle 130/086 - Scarlet & Violet Black Bolt,NM/M,Illustration Rare,Scarlet & Violet Black Bolt,10,1,1
Crustle 183/182 - Scarlet & Violet Paradox Rift,EX,Illustration Rare,Scarlet & Violet Paradox Rift,5.2,1,1
Crustle 183/182 - Scarlet & Violet Paradox Rift,NM/M,Illustration Rare,Scarlet & Violet Paradox Rift,6.5,18,18
Crustle 186/182 - Scarlet & Violet Destined Rivals,NM/M,Illustration Rare,Scarlet & Violet Destined Rivals,5,3,3
Crustle 85/149 - Black & White 7: Boundaries Crossed,NM/M,Holo Rare,Black & White 7: Boundaries Crossed,6.5,0,0
Crustle 85/149 Reverse Holo - Black & White 7: Boundaries Crossed,GD,Rare,Black & White 7: Boundaries Crossed,6.4,1,1
Crustle 85/149 Reverse Holo - Black & White 7: Boundaries Crossed,NM/M,Holo Rare,Black & White 7: Boundaries Crossed,7.5,0,0
Cryogonal 027/086 Master Ball Reverse Holo - Scarlet & Violet Black Bolt: Additionals,NM/M,Uncommon,Scarlet & Violet Black Bolt: Additionals,8,0,0
Cryogonal 027/086 Poke Ball Reverse Holo - Scarlet & Violet Black Bolt: Additionals,NM/M,Uncommon,Scarlet & Violet Black Bolt: Additionals,1.5,0,0
Cryogonal 033/101 - Black & White 3: Noble Victories,NM/M,Rare,Black & White 3: Noble Victories,2.75,0,0
Cryogonal 033/101 Reverse Holo - Black & White 3: Noble Victories,GD,Rare,Black & White 3: Noble Victories,3.5,1,1
Cryogonal 033/101 Reverse Holo - Black & White 3: Noble Victories,NM/M,Rare,Black & White 3: Noble Victories,5,0,0
Cryogonal 043/203 - Sword & Shield Evolving Skies,NM/M,Promo,Sword & Shield Evolving Skies,1,0,0
Cryogonal 111/086 - Scarlet & Violet Black Bolt,NM/M,Illustration Rare,Scarlet & Violet Black Bolt,14,3,3
Crystal Beach 75/100 - EX Crystal Guardians,DMG,Uncommon,EX Crystal Guardians,1.5,1,1
Crystal Beach 75/100 - EX Crystal Guardians,GD,Uncommon,EX Crystal Guardians,3.3,1,1
Crystal Beach 75/100 - EX Crystal Guardians,NM/M,Uncommon,EX Crystal Guardians,6,1,1
Crystal Beach 75/100 Reverse Holo - EX Crystal Guardians,DMG,Uncommon,EX Crystal Guardians,2.9,1,1
Crystal Beach 75/100 Reverse Holo - EX Crystal Guardians,EX,Uncommon,EX Crystal Guardians,8.6,1,1
Crystal Beach 75/100 Reverse Holo - EX Crystal Guardians,NM/M,Uncommon,EX Crystal Guardians,11.5,1,1
Crystal Cave 144/203 - Sword & Shield Evolving Skies,NM/M,Uncommon,Sword & Shield Evolving Skies,0.5,19,19
Crystal Cave 144/203 Reverse Holo - Sword & Shield Evolving Skies,NM/M,Uncommon,Sword & Shield Evolving Skies,0.75,1,1
Crystal Cave Secret Rare 230/203 - Sword & Shield Evolving Skies,DMG,Secret Rare,Sword & Shield Evolving Skies,4.4,3,3
Crystal Cave Secret Rare 230/203 - Sword & Shield Evolving Skies,EX,Secret Rare,Sword & Shield Evolving Skies,8.8,1,1
Crystal Cave Secret Rare 230/203 - Sword & Shield Evolving Skies,NM/M,Secret Rare,Sword & Shield Evolving Skies,11,0,0
Crystal Edge 138/149 - Black & White 7: Boundaries Crossed,EX,Holo Rare,Black & White 7: Boundaries Crossed,4.4,4,4
Crystal Edge 138/149 - Black & White 7: Boundaries Crossed,NM/M,Holo Rare,Black & White 7: Boundaries Crossed,5.5,1,1
Crystal Energy 146/147 - Aquapolis,LP,Uncommon,Aquapolis,3.35,2,2
Crystal Energy 146/147 - Aquapolis,NM/M,Uncommon,Aquapolis,8,0,0
Crystal Energy 146/147 - Aquapolis,PL,Uncommon,Aquapolis,2.8,1,1
Crystal Energy 146/147 Reverse Holo - Aquapolis,LP,Uncommon,Aquapolis,4.4,1,1
Crystal Energy 146/147 Reverse Holo - Aquapolis,NM/M,Uncommon,Aquapolis,10.5,0,0
Crystal Shard 122/144 - Skyridge,LP,Uncommon,Skyridge,2.5,1,1
Crystal Shard 122/144 - Skyridge,NM/M,Uncommon,Skyridge,6,0,0
Crystal Shard 76/100 - EX Crystal Guardians,NM/M,Uncommon,EX Crystal Guardians,1,0,0
Crystal Shard 76/100 Reverse Holo - EX Crystal Guardians,NM/M,Uncommon,EX Crystal Guardians,9,2,2
Crystal Shard 85/107 - EX Deoxys,EX,Uncommon,EX Deoxys,0.75,1,1
Crystal Shard 85/107 - EX Deoxys,NM/M,Uncommon,EX Deoxys,1,1,1
Crystal Shard 85/107 Reverse Holo - EX Deoxys,GD,Uncommon,EX Deoxys,6.3,1,1
Crystal Shard 85/107 Reverse Holo - EX Deoxys,LP,Uncommon,EX Deoxys,4,1,1
Crystal Shard 85/107 Reverse Holo - EX Deoxys,NM/M,Uncommon,EX Deoxys,11.5,0,0
Crystal Wall 139/149 - Black & White 7: Boundaries Crossed,EX,Uncommon,Black & White 7: Boundaries Crossed,1.2,1,1
Crystal Wall 139/149 - Black & White 7: Boundaries Crossed,GD,Holo Rare,Black & White 7: Boundaries Crossed,3.85,1,1
Crystal Wall 139/149 - Black & White 7: Boundaries Crossed,LP,Holo Rare,Black & White 7: Boundaries Crossed,3,1,1
Crystal Wall 139/149 - Black & White 7: Boundaries Crossed,NM/M,Uncommon,Black & White 7: Boundaries Crossed,5.5,0,0
Cubchoo 025/086 Master Ball Reverse Holo - Scarlet & Violet Black Bolt: Additionals,NM/M,Common,Scarlet & Violet Black Bolt: Additionals,10,0,0
Cubchoo 025/086 Poke Ball Reverse Holo - Scarlet & Violet Black Bolt: Additionals,NM/M,Common,Scarlet & Violet Black Bolt: Additionals,1.25,1,1
Cubchoo 109/086 - Scarlet & Violet Black Bolt,NM/M,Illustration Rare,Scarlet & Violet Black Bolt,22,0,0
Cubone 052/111 - Sun & Moon Crimson Invasion,NM/M,Common,Sun & Moon Crimson Invasion,1.5,0,0
Cubone 077/162 Reverse Holo - X&Y BREAKthrough,GD,Common,X&Y BREAKthrough,23.75,1,1
Cubone 103/165 - Expedition Base Set,NM/M,Common,Expedition Base Set,76.95,0,0
Cubone 103/165 Reverse Holo - Expedition Base Set,NM/M,Common,Expedition Base Set,199.95,0,0
Cubone 104/165 Reverse Holo - Scarlet & Violet 151,NM/M,Common,Scarlet & Violet 151,1.25,3,3
Cubone 40/095 - EX Team Magma vs Team Aqua,DMG,Common,EX Team Magma vs Team Aqua,5.75,1,1
Cubone 40/095 - EX Team Magma vs Team Aqua,GD,Common,EX Team Magma vs Team Aqua,12.65,2,2
Cubone 40/095 - EX Team Magma vs Team Aqua,LP,Common,EX Team Magma vs Team Aqua,9.65,2,2
Cubone 40/095 - EX Team Magma vs Team Aqua,NM/M,Common,EX Team Magma vs Team Aqua,23,0,0
Cubone 40/095 - EX Team Magma vs Team Aqua,PL,Common,EX Team Magma vs Team Aqua,8.05,2,2
Cubone 50/064 - Jungle,EX,Common,Jungle,3,1,1
Cubone 50/064 - Jungle,GD,Common,Jungle,2.2,5,5
Cubone 50/064 - Jungle,NM/M,Common,Jungle,4,0,0
Cubone 50/064 1st Edition - Jungle,NM/M,Common,Jungle,1.5,0,0
Cubone 51/109 - EX Team Rocket Returns,EX,Common,EX Team Rocket Returns,4.9,1,1
Cubone 51/109 - EX Team Rocket Returns,GD,Common,EX Team Rocket Returns,3.6,1,1
Cubone 51/109 - EX Team Rocket Returns,NM/M,Common,EX Team Rocket Returns,6.5,0,0
Cubone 51/109 Reverse Holo - EX Team Rocket Returns,NM/M,Common,EX Team Rocket Returns,70.95,0,0
Cubone 60/102 - Triumphant,NM/M,Common,Triumphant,10.5,0,0
Cubone 60/102 Reverse Holo - Triumphant,NM/M,Common,Triumphant,26.95,0,0
Cubone 60/112 - EX FireRed & LeafGreen,DMG,Common,EX FireRed & LeafGreen,7.75,2,2
Cubone 60/112 - EX FireRed & LeafGreen,EX,Common,EX FireRed & LeafGreen,23.2,1,1
Cubone 60/112 - EX FireRed & LeafGreen,NM/M,Common,EX FireRed & LeafGreen,30.95,0,0
Cubone 60/112 Reverse Holo - EX FireRed & LeafGreen,NM/M,Common,EX FireRed & LeafGreen,49.95,0,0
Cubone 60/113 - EX Delta Species,DMG,Common,EX Delta Species,0.7,2,2
Cubone 60/113 - EX Delta Species,NM/M,Common,EX Delta Species,2.75,0,0
Cubone 60/113 Reverse Holo - EX Delta Species,NM/M,Common,EX Delta Species,21,0,0
Cubone 7/012 - McDonald's Collection 2018,DMG,Promo,McDonald's Collection 2018,4.65,2,2
Cubone 7/012 - McDonald's Collection 2018,NM/M,Promo,McDonald's Collection 2018,30.95,0,0
Cubone 70/130 - Base Set 2,EX,Common,Base Set 2,3.75,1,1
Cubone 70/130 - Base Set 2,GD,Common,Base Set 2,2.75,2,2
Cubone 70/130 - Base Set 2,NM/M,Common,Base Set 2,5,0,0
Cubone 72/147 - Aquapolis,NM/M,Common,Aquapolis,21,0,0
Cubone Lv.16 90/146 - Diamond & Pearl Legends Awakened,LP,Common,Diamond & Pearl Legends Awakened,2.25,1,1
Cubone Lv.16 90/146 - Diamond & Pearl Legends Awakened,NM/M,Common,Diamond & Pearl Legends Awakened,5,0,0
Cufant 076/64 - Scarlet & Violet Shrouded Fable,NM/M,Illustration Rare,Scarlet & Violet Shrouded Fable,20.5,1,1
Cufant SV90/SV122 - Shining Fates,EX,Shiny Rare,Shining Fates,3.6,1,1
Cufant SV90/SV122 - Shining Fates,NM/M,Shiny Rare,Shining Fates,4.5,3,3
Curse Powder 80/115 - EX Unseen Forces,EX,Uncommon,EX Unseen Forces,1.1,3,3
Curse Powder 80/115 - EX Unseen Forces,NM/M,Uncommon,EX Unseen Forces,1.5,0,0
Curse Powder 80/115 Reverse Holo - EX Unseen Forces,DMG,Uncommon,EX Unseen Forces,1.75,1,1
Curse Powder 80/115 Reverse Holo - EX Unseen Forces,EX,Uncommon,EX Unseen Forces,5.25,1,1
Curse Powder 80/115 Reverse Holo - EX Unseen Forces,NM/M,Uncommon,EX Unseen Forces,7,0,0
Cursed Duster 161/182 - Scarlet & Violet Paradox Rift,NM/M,Uncommon,Scarlet & Violet Paradox Rift,1,7,7
Cursed Duster 161/182 Reverse Holo - Scarlet & Violet Paradox Rift,NM/M,Uncommon,Scarlet & Violet Paradox Rift,1.25,4,4
Cursed Shovel 157/192 - Sword & Shield Rebel Clash,NM/M,Uncommon,Sword & Shield Rebel Clash,0.5,12,12
Cursed Shovel 157/192 Reverse Holo - Sword & Shield Rebel Clash,NM/M,Uncommon,Sword & Shield Rebel Clash,1.5,1,1
Cursed Stone 72/092 - EX Legend Maker,EX,Uncommon,EX Legend Maker,4.1,2,2
Cursed Stone 72/092 - EX Legend Maker,NM/M,Uncommon,EX Legend Maker,5.5,1,1
Cursed Stone 72/092 Reverse Holo - EX Legend Maker,DMG,Uncommon,EX Legend Maker,3.3,1,1
Cursed Stone 72/092 Reverse Holo - EX Legend Maker,NM/M,Uncommon,EX Legend Maker,16.5,0,0
Custom Catcher 171/214 - Sun & Moon Lost Thunder,NM/M,Uncommon,Sun & Moon Lost Thunder,1.5,0,0
Custom Catcher 171/214 Reverse Holo - Sun & Moon Lost Thunder,NM/M,Uncommon,Sun & Moon Lost Thunder,2.75,1,1
Custom Catcher Secret Rare 231/214 - Sun & Moon Lost Thunder,EX,Secret Rare,Sun & Moon Lost Thunder,9.6,1,1
Custom Catcher Secret Rare 231/214 - Sun & Moon Lost Thunder,GD,Secret Rare,Sun & Moon Lost Thunder,8.4,1,1
Custom Catcher Secret Rare 231/214 - Sun & Moon Lost Thunder,NM/M,Secret Rare,Sun & Moon Lost Thunder,12,1,1
Cutiefly 10/012 - McDonald's Collection 2017,DMG,Promo,McDonald's Collection 2017,0.95,1,1
Cutiefly 10/012 - McDonald's Collection 2017,NM/M,Promo,McDonald's Collection 2017,3.75,0,0
Cutiefly 10/012 - McDonald's Collection 2017,PL,Promo,McDonald's Collection 2017,1.25,1,1
Cutiefly 172/162 - Scarlet & Violet Temporal Forces,NM/M,Illustration Rare,Scarlet & Violet Temporal Forces,12.5,3,3
Cycling Road 157/165 - Scarlet & Violet 151,NM/M,Uncommon,Scarlet & Violet 151,0.5,26,26
Cycling Road 157/165 Reverse Holo - Scarlet & Violet 151,NM/M,Uncommon,Scarlet & Violet 151,1.5,0,0
Cyclizar 070/091 - Scarlet & Violet Paldean Fates,NM/M,Rare,Scarlet & Violet Paldean Fates,1,8,8
Cyclizar 070/091 Reverse Holo - Scarlet & Violet Paldean Fates,NM/M,Rare,Scarlet & Violet Paldean Fates,1,17,17
Cyclizar 096 - SV Black Star Promos,NM/M,Promo,SV Black Star Promos,1.5,0,0
Cyclizar 164/198 - Scarlet & Violet,NM/M,Rare,Scarlet & Violet,0.5,19,19
Cyclizar 164/198 Reverse Holo - Scarlet & Violet,NM/M,Rare,Scarlet & Violet,0.75,5,5
Cyclizar 195/091 - Scarlet & Violet Paldean Fates,NM/M,Shiny Rare,Scarlet & Violet Paldean Fates,4,1,1
Cyclizar 215/182 - Scarlet & Violet Paradox Rift,EX,Illustration Rare,Scarlet & Violet Paradox Rift,7.6,2,2
Cyclizar 215/182 - Scarlet & Violet Paradox Rift,NM/M,Illustration Rare,Scarlet & Violet Paradox Rift,9.5,8,8
Cyclizar ex 018 - SV Black Star Promos,EX,Promo,SV Black Star Promos,1.8,3,3
Cyclizar ex 018 - SV Black Star Promos,NM/M,Promo,SV Black Star Promos,2.25,0,0
Cyclizar ex 018 - SV Black Star Promos,PL,Promo,SV Black Star Promos,1.1,1,1
Cyclizar ex 159/191 - Scarlet & Violet Surging Sparks,NM/M,Double Rare,Scarlet & Violet Surging Sparks,3,29,29
Cyclizar ex 228/191 - Scarlet & Violet Surging Sparks,EX,Ultra Rare,Scarlet & Violet Surging Sparks,3.6,2,2
Cyclizar ex 228/191 - Scarlet & Violet Surging Sparks,NM/M,Ultra Rare,Scarlet & Violet Surging Sparks,4.5,9,9
Cyclone Energy 143/144 - Skyridge,EX,Uncommon,Skyridge,4.9,2,2
Cyclone Energy 143/144 - Skyridge,LP,Uncommon,Skyridge,2.75,1,1
Cyclone Energy 143/144 - Skyridge,NM/M,Uncommon,Skyridge,6.5,0,0
Cyclone Energy 90/108 - EX Power Keepers,NM/M,Uncommon,EX Power Keepers,2.25,0,0
Cyclone Energy 90/108 Reverse Holo - EX Power Keepers,DMG,Uncommon,EX Power Keepers,1.3,2,2
Cyclone Energy 90/108 Reverse Holo - EX Power Keepers,EX,Uncommon,EX Power Keepers,3.4,1,1
Cyclone Energy 90/108 Reverse Holo - EX Power Keepers,NM/M,Uncommon,EX Power Keepers,8.5,0,0
Cyclone Energy 94/100 Reverse Holo - Diamond & Pearl Stormfront,LP,Uncommon,Diamond & Pearl Stormfront,1,1,1
Cyclone Energy 94/100 Reverse Holo - Diamond & Pearl Stormfront,NM/M,Uncommon,Diamond & Pearl Stormfront,2.25,0,0
Cyclone Energy 99/115 - EX Unseen Forces,EX,Uncommon,EX Unseen Forces,1.9,3,3
Cyclone Energy 99/115 - EX Unseen Forces,LP,Uncommon,EX Unseen Forces,1.05,1,1
Cyclone Energy 99/115 - EX Unseen Forces,NM/M,Uncommon,EX Unseen Forces,2.5,2,2
Cyclone Energy 99/115 Reverse Holo - EX Unseen Forces,DMG,Uncommon,EX Unseen Forces,3.75,1,1
Cyclone Energy 99/115 Reverse Holo - EX Unseen Forces,GD,Uncommon,EX Unseen Forces,8.25,2,2
Cyllene 138/189 - Sword & Shield Astral Radiance,NM/M,Uncommon,Sword & Shield Astral Radiance,1,3,3
Cyllene 138/189 Reverse Holo - Sword & Shield Astral Radiance,NM/M,Uncommon,Sword & Shield Astral Radiance,1.5,0,0
Cyllene Full Art 183/189 - Sword & Shield Astral Radiance,GD,Ultra Rare,Sword & Shield Astral Radiance,3.85,1,1
Cyllene Full Art 183/189 - Sword & Shield Astral Radiance,NM/M,Ultra Rare,Sword & Shield Astral Radiance,5.5,1,1
Cyllene Hyper Rare 201/189 (German) - Sword & Shield Astral Radiance,LP,Hyper Rare,Sword & Shield Astral Radiance,4.5,1,1
Cyllene Hyper Rare 201/189 - Sword & Shield Astral Radiance,NM/M,Hyper Rare,Sword & Shield Astral Radiance,6.5,7,7
Cyndaquil 018/162 Reverse Holo - X&Y BREAKthrough,GD,Common,X&Y BREAKthrough,25.85,1,1
Cyndaquil 023/189 - Sword & Shield Astral Radiance,NM/M,Common,Sword & Shield Astral Radiance,0.5,1,1
Cyndaquil 047 - MEP Black Star Promos,NM/M,Promo,MEP Black Star Promos,18,3,3
Cyndaquil 10 - McDonald's Collection 25th Anniversary,NM/M,Promo,McDonald's Collection 25th Anniversary,1.75,0,0
Cyndaquil 10 Holo - McDonald's Collection 25th Anniversary,NM/M,Promo,McDonald's Collection 25th Anniversary,3.75,0,0
Cyndaquil 10 Holo - McDonald's Collection 25th Anniversary,PL,Promo,McDonald's Collection 25th Anniversary,1.9,1,1
Cyndaquil 104/165 - Expedition Base Set,DMG,Common,Expedition Base Set,5.4,1,1
Cyndaquil 104/165 - Expedition Base Set,LP,Common,Expedition Base Set,9.05,1,1
Cyndaquil 104/165 - Expedition Base Set,NM/M,Common,Expedition Base Set,21.5,0,0
Cyndaquil 104/165 - Expedition Base Set,PL,Common,Expedition Base Set,7.5,1,1
Cyndaquil 105/165 - Expedition Base Set,DMG,Common,Expedition Base Set,3.9,1,1
Cyndaquil 105/165 - Expedition Base Set,NM/M,Common,Expedition Base Set,15.5,0,0
Cyndaquil 54/115 - EX Unseen Forces,NM/M,Common,EX Unseen Forces,2,1,1
Cyndaquil 54/115 Reverse Holo - EX Unseen Forces,EX,Common,EX Unseen Forces,38.2,1,1
Cyndaquil 54/115 Reverse Holo - EX Unseen Forces,NM/M,Common,EX Unseen Forces,50.95,0,0
Cyndaquil 55/095 - Call of Legends,EX,Common,Call of Legends,2.25,3,3
Cyndaquil 55/095 - Call of Legends,NM/M,Common,Call of Legends,3,0,0
Cyndaquil 56/111 - Neo Genesis,NM/M,Common,Neo Genesis,3.25,0,0
Cyndaquil 56/111 1st Edition - Neo Genesis,DMG,Common,Neo Genesis,2,1,1
Cyndaquil 56/111 1st Edition - Neo Genesis,NM/M,Common,Neo Genesis,8,0,0
Cyndaquil 56/111 1st Edition - Neo Genesis,PL,Common,Neo Genesis,2.8,1,1
Cyndaquil 57/111 - Neo Genesis,NM/M,Common,Neo Genesis,3.25,0,0
Cyndaquil 57/111 - Neo Genesis,PL,Common,Neo Genesis,1.15,1,1
Cyndaquil 57/111 1st Edition - Neo Genesis,DMG,Common,Neo Genesis,3.5,1,1
Cyndaquil 57/111 1st Edition - Neo Genesis,GD,Common,Neo Genesis,7.7,1,1
Cyndaquil 57/111 1st Edition - Neo Genesis,LP,Common,Neo Genesis,5.9,1,1
Cyndaquil 57/111 1st Edition - Neo Genesis,NM/M,Common,Neo Genesis,14,0,0
Cyndaquil 57/111 1st Edition - Neo Genesis,PL,Common,Neo Genesis,4.9,2,2
Cyndaquil 59/100 - EX Sandstorm,NM/M,Common,EX Sandstorm,3.75,0,0
Cyndaquil 59/100 Reverse Holo - EX Sandstorm,DMG,Common,EX Sandstorm,4.2,2,2
Cyndaquil 59/100 Reverse Holo - EX Sandstorm,LP,Common,EX Sandstorm,7.75,1,1
Cyndaquil 59/100 Reverse Holo - EX Sandstorm,NM/M,Common,EX Sandstorm,21,0,0
Cyndaquil 59/101 - EX Hidden Legends,NM/M,Common,EX Hidden Legends,1.5,0,0
Cyndaquil 59/101 Reverse Holo - EX Hidden Legends,GD,Common,EX Hidden Legends,25.25,1,1
Cyndaquil 59/101 Reverse Holo - EX Hidden Legends,NM/M,Common,EX Hidden Legends,45.95,0,0
Cyndaquil 61/105 - Neo Destiny,EX,Common,Neo Destiny,2.6,3,3
Cyndaquil 61/105 - Neo Destiny,GD,Common,Neo Destiny,1.9,4,4
Cyndaquil 61/105 - Neo Destiny,NM/M,Common,Neo Destiny,3.5,0,0
Cyndaquil 61/105 1st Edition - Neo Destiny,NM/M,Common,Neo Destiny,29.95,0,0
Cyndaquil 61/123 - HeartGold & SoulSilver,EX,Common,HeartGold & SoulSilver,1.1,1,1
Cyndaquil 61/123 - HeartGold & SoulSilver,NM/M,Common,HeartGold & SoulSilver,1.5,0,0
Cyndaquil δ Delta Species 45/101 - EX Dragon Frontiers,NM/M,Common,EX Dragon Frontiers,1.5,2,2
Cyndaquil δ Delta Species 45/101 Reverse Holo - EX Dragon Frontiers,DMG,Common,EX Dragon Frontiers,7.5,1,1
Cyndaquil δ Delta Species 45/101 Reverse Holo - EX Dragon Frontiers,NM/M,Common,EX Dragon Frontiers,29.95,0,0
Cynthia & Caitlin 189/236 - Sun & Moon Cosmic Eclipse,NM/M,Uncommon,Sun & Moon Cosmic Eclipse,7.5,0,0
Cynthia & Caitlin 189/236 Reverse Holo - Sun & Moon Cosmic Eclipse,NM/M,Uncommon,Sun & Moon Cosmic Eclipse,7,0,0
Cynthia & Caitlin Full Art 228/236 - Sun & Moon Cosmic Eclipse,NM/M,Ultra Rare,Sun & Moon Cosmic Eclipse,199.95,0,0
Cynthia 119/156 - Sun & Moon Ultra Prism,NM/M,Uncommon,Sun & Moon Ultra Prism,1.5,0,0
Cynthia 119/156 Reverse Holo - Sun & Moon Ultra Prism,EX,Uncommon,Sun & Moon Ultra Prism,4,1,1
Cynthia 119/156 Reverse Holo - Sun & Moon Ultra Prism,NM/M,Uncommon,Sun & Moon Ultra Prism,5,0,0
Cynthia 148/156 - Sun & Moon Ultra Prism,NM/M,Ultra Rare,Sun & Moon Ultra Prism,259.95,0,0
Cynthia Full Art SV82/SV94 - Sun & Moon Hidden Fates,NM/M,Ultra Rare,Sun & Moon Hidden Fates,154.95,0,0
